,EDAD,AVG_DH,MINUTES_DH,EXPERIENCIA,GENERO,TRACK_DH,RESIDENCIA,NV_ESTUDIO,ESTUDIO_PREV,DIAS_EMP
1828,38.0,3.7,4590.3,,FEMENINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,100.0
1271,27.0,4.2,4933.1,6.0,MASCULINO,,,TERTIARY,DEVELOPMENT,90.0
496,31.0,,4616.6,11.9,FEMENINO,DATA,ARGENTINA,,COMMERCIAL,95.0
5589,,2.9,3553.3,20.0,MASCULINO,PROGRAMACION,ARGENTINA,,COMMERCIAL,90.0
8143,33.0,3.1,,13.9,,EJECUTIVO,,,ENGINEERING,82.0
6911,38.0,3.7,4689.8,22.4,FEMENINO,PROGRAMACION,ARGENTINA,,BUSINESS,102.0
6066,41.0,3.3,4480.3,25.1,FEMENINO,,BRAZIL,UNIVERSITARY,,99.0
8153,31.0,3.7,4694.7,11.6,FEMENINO,PROGRAMACION,ARGENTINA,,ENGINEERING,98.0
8864,38.0,4.0,4747.6,22.6,FEMENINO,DATA,,UNIVERSITARY,COMMERCIAL,98.0
297,38.0,3.4,4528.9,21.9,FEMENINO,PROGRAMACION,ARGENTINA,TERTIARY,COMMERCIAL,100.0
6923,29.0,,4605.1,8.1,MASCULINO,DATA,BRAZIL,TERTIARY,ENGINEERING,86.0
1622,44.0,3.7,,29.1,MASCULINO,,ARGENTINA,TERTIARY,COMMERCIAL,95.0
357,30.0,3.6,4701.6,9.3,FEMENINO,PROGRAMACION,ARGENTINA,TERTIARY,DEVELOPMENT,97.0
8029,39.0,3.1,4113.5,23.7,MASCULINO,DATA,ARGENTINA,,DEVELOPMENT,93.0
5189,38.0,3.6,4588.1,22.8,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,DEVELOPMENT,90.0
4576,38.0,3.3,,21.6,MASCULINO,EJECUTIVO,ARGENTINA,TERTIARY,COMMERCIAL,90.0
5147,25.0,,4650.1,,MASCULINO,,ARGENTINA,TERTIARY,DEVELOPMENT,87.0
783,38.0,3.7,4639.3,,FEMENINO,,BRAZIL,UNIVERSITARY,ENGINEERING,98.0
8787,22.0,,4101.4,,FEMENINO,PROGRAMACION,MEXICO,,ENGINEERING,93.0
5077,42.0,3.2,,28.5,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,89.0
4976,42.0,3.6,,27.3,MASCULINO,,MEXICO,UNIVERSITARY,COMMERCIAL,90.0
5418,31.0,3.4,4562.5,,FEMENINO,EJECUTIVO,MEXICO,,DEVELOPMENT,95.0
5211,39.0,3.6,,25.0,,DATA,,TERTIARY,COMMERCIAL,101.0
617,37.0,,4121.0,21.8,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,89.0
5922,32.0,3.3,4400.4,12.3,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,87.0
6073,38.0,,,22.5,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,100.0
4283,39.0,3.8,4570.9,23.2,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
3540,30.0,2.9,3616.7,11.0,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,BUSINESS,88.0
8094,,3.7,4596.8,22.6,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,BUSINESS,102.0
6088,24.0,4.3,,2.8,MASCULINO,EJECUTIVO,ARGENTINA,POST_GRADUATE,COMMERCIAL,83.0
7582,41.0,3.0,3951.5,,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,90.0
8098,31.0,3.4,4454.4,,MASCULINO,EJECUTIVO,BRAZIL,TERTIARY,,87.0
8054,37.0,3.8,4593.3,21.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,91.0
5994,33.0,3.6,4635.3,15.6,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,85.0
1905,34.0,3.4,4613.0,16.0,FEMENINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,97.0
5446,,2.1,,30.7,MASCULINO,DATA,ARGENTINA,,,103.0
217,33.0,4.1,4806.0,15.7,MASCULINO,DATA,ARGENTINA,TERTIARY,DEVELOPMENT,88.0
7357,35.0,3.5,4507.4,18.4,FEMENINO,EJECUTIVO,ARGENTINA,TERTIARY,ENGINEERING,97.0
2104,32.0,,,12.9,FEMENINO,DATA,ARGENTINA,,ENGINEERING,97.0
4056,46.0,3.3,4511.8,,MASCULINO,EJECUTIVO,ARGENTINA,TERTIARY,DEVELOPMENT,98.0
5233,32.0,3.2,4353.2,12.8,MASCULINO,,MEXICO,TERTIARY,COMMERCIAL,89.0
3720,35.0,3.6,4622.2,17.8,MASCULINO,PROGRAMACION,MEXICO,,COMMERCIAL,85.0
8601,46.0,4.0,4628.8,29.6,,,ARGENTINA,TERTIARY,ENGINEERING,95.0
7926,31.0,4.1,4825.2,12.0,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,83.0
5737,33.0,3.6,,,MASCULINO,DATA,BRAZIL,POST_GRADUATE,COMMERCIAL,86.0
6606,34.0,3.6,4683.7,16.4,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
6993,34.0,4.0,4817.7,16.2,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,85.0
2364,34.0,3.7,,17.7,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,85.0
1311,46.0,3.2,4259.6,30.9,FEMENINO,,,UNIVERSITARY,DEVELOPMENT,104.0
6045,32.0,3.6,4680.9,13.4,FEMENINO,PROGRAMACION,MEXICO,UNIVERSITARY,COMMERCIAL,95.0
2001,30.0,3.4,4632.2,10.2,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,83.0
44,35.0,4.2,,,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,87.0
4455,33.0,3.1,4132.9,15.1,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,85.0
4198,28.0,3.0,3899.4,7.5,MASCULINO,PROGRAMACION,ARGENTINA,,COMMERCIAL,85.0
1610,37.0,3.7,4597.7,,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,COMMERCIAL,88.0
6128,38.0,3.9,4616.6,22.2,FEMENINO,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,101.0
6050,,3.6,4731.9,3.6,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,,80.0
1858,37.0,,4693.9,20.4,FEMENINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,COMMERCIAL,98.0
7108,33.0,3.4,4544.4,15.9,FEMENINO,,BRAZIL,UNIVERSITARY,ENGINEERING,95.0
2309,30.0,3.7,4594.1,10.9,FEMENINO,PROGRAMACION,BRAZIL,,COMMERCIAL,92.0
3759,40.0,3.9,,24.6,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,89.0
1606,44.0,2.9,3494.8,29.0,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,91.0
7238,40.0,3.3,4369.8,25.6,MASCULINO,MARKETING,MEXICO,UNIVERSITARY,,89.0
806,32.0,2.9,3602.7,12.9,MASCULINO,DATA,,TERTIARY,COMMERCIAL,86.0
7620,45.0,4.0,,30.9,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,91.0
4250,43.0,3.3,4479.7,28.0,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,DEVELOPMENT,90.0
4932,41.0,2.8,3196.9,24.7,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,89.0
695,40.0,3.9,4609.8,26.0,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,90.0
4789,38.0,3.8,4733.3,22.5,MASCULINO,EJECUTIVO,ARGENTINA,,ENGINEERING,87.0
8724,38.0,4.5,5556.8,21.2,,DATA,MEXICO,UNIVERSITARY,ENGINEERING,86.0
1130,28.0,3.4,4557.2,7.6,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,COMMERCIAL,87.0
2339,31.0,3.6,4632.0,10.5,FEMENINO,PROGRAMACION,MEXICO,POST_GRADUATE,ENGINEERING,95.0
1038,,3.8,4700.0,7.2,MASCULINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,81.0
3038,28.0,4.0,4792.7,,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,82.0
5508,39.0,3.9,,23.9,FEMENINO,PROGRAMACION,BRAZIL,POST_GRADUATE,DEVELOPMENT,99.0
6801,38.0,3.6,4707.5,,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,,97.0
2530,41.0,3.2,4210.4,25.3,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,,103.0
6774,32.0,3.1,,12.2,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,87.0
6426,30.0,3.3,4504.4,,FEMENINO,PROGRAMACION,BRAZIL,TERTIARY,ENGINEERING,96.0
2499,32.0,3.6,4619.9,13.5,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,COMMERCIAL,85.0
7496,28.0,3.8,4653.1,6.9,FEMENINO,DATA,,UNIVERSITARY,DEVELOPMENT,96.0
8735,,3.2,4377.0,9.0,MASCULINO,DATA,ARGENTINA,,MARKETING,87.0
6110,,3.7,4664.7,23.4,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
4018,37.0,3.6,4584.5,20.6,FEMENINO,DATA,ARGENTINA,POST_GRADUATE,ENGINEERING,98.0
787,37.0,,4625.5,21.7,,PROGRAMACION,ARGENTINA,UNIVERSITARY,,88.0
8202,35.0,3.8,4749.6,18.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,89.0
3665,,3.5,,22.8,MASCULINO,DATA,ARGENTINA,,BUSINESS,94.0
646,39.0,,3816.4,23.4,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,89.0
7848,38.0,2.8,3218.5,24.2,,EJECUTIVO,BRAZIL,TERTIARY,COMMERCIAL,93.0
3765,25.0,2.9,3624.9,3.1,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,85.0
1903,36.0,3.8,4752.7,19.6,MASCULINO,,ARGENTINA,POST_GRADUATE,ENGINEERING,87.0
889,,3.7,4579.3,4.5,MASCULINO,MARKETING,MEXICO,,DEVELOPMENT,87.0
4000,35.0,3.9,4658.9,18.5,,,BRAZIL,UNIVERSITARY,DEVELOPMENT,89.0
3319,42.0,3.9,4736.2,27.8,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,92.0
7936,29.0,3.4,4520.2,9.2,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,DEVELOPMENT,84.0
5803,35.0,3.0,3780.0,17.0,MASCULINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,90.0
7095,36.0,3.9,4612.6,19.9,MASCULINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,87.0
7736,,4.4,5316.0,5.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,83.0
2840,,3.0,3875.7,16.9,FEMENINO,PROGRAMACION,MEXICO,POST_GRADUATE,ENGINEERING,98.0
7031,38.0,3.8,,22.9,FEMENINO,,,UNIVERSITARY,ENGINEERING,99.0
5279,35.0,3.7,,17.6,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,89.0
1573,37.0,3.1,4126.5,22.3,MASCULINO,MARKETING,BRAZIL,POST_GRADUATE,,86.0
3206,39.0,3.9,4760.0,23.7,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,89.0
6695,44.0,2.8,3242.6,30.3,,,ARGENTINA,UNIVERSITARY,,95.0
5928,28.0,3.8,4671.7,,,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,88.0
960,38.0,3.3,,21.8,MASCULINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,88.0
3733,37.0,3.7,4707.4,22.2,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,DEVELOPMENT,93.0
6659,,4.0,,20.1,MASCULINO,DATA,,TERTIARY,MARKETING,97.0
5979,,3.2,4325.9,18.6,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
4377,36.0,4.0,4736.9,20.4,FEMENINO,,BRAZIL,UNIVERSITARY,COMMERCIAL,101.0
8983,44.0,,,30.5,FEMENINO,EJECUTIVO,BRAZIL,POST_GRADUATE,DEVELOPMENT,104.0
8006,35.0,3.9,4667.9,19.0,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,96.0
1977,38.0,3.2,4277.7,22.7,MASCULINO,,BRAZIL,UNIVERSITARY,BUSINESS,95.0
4433,,4.0,,19.8,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
1962,35.0,3.0,,,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,97.0
6355,,3.4,,5.0,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,85.0
1711,32.0,3.4,4475.5,13.7,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,85.0
2363,,3.2,,6.3,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,,83.0
8862,34.0,3.6,4661.0,15.6,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,85.0
2842,38.0,3.7,4668.3,22.5,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,89.0
4578,36.0,3.5,4503.4,19.7,,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,86.0
2426,,3.1,4148.4,,MASCULINO,DATA,ARGENTINA,TERTIARY,ENGINEERING,85.0
8561,31.0,3.4,4450.9,11.9,MASCULINO,,BRAZIL,UNIVERSITARY,ENGINEERING,83.0
15,35.0,2.6,2558.9,16.7,,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,101.0
2615,23.0,2.8,3225.6,0.5,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,MARKETING,88.0
6200,32.0,3.2,4388.3,12.9,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,,90.0
2491,28.0,3.7,4693.5,6.9,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,93.0
5256,,3.5,,16.9,,,ARGENTINA,UNIVERSITARY,ENGINEERING,97.0
1953,,4.1,,13.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
5263,31.0,4.1,4769.7,,MASCULINO,DATA,BRAZIL,TERTIARY,COMMERCIAL,87.0
2767,39.0,,4504.6,23.9,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,99.0
1677,,3.5,4576.5,10.6,MASCULINO,DATA,ARGENTINA,,ENGINEERING,82.0
214,38.0,,3584.0,22.4,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
6309,33.0,3.2,4231.8,13.5,MASCULINO,DATA,,TERTIARY,COMMERCIAL,88.0
8952,29.0,3.7,4640.2,8.0,MASCULINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,84.0
3804,37.0,3.0,,21.4,FEMENINO,PROGRAMACION,BRAZIL,TERTIARY,DEVELOPMENT,99.0
2745,32.0,,3936.4,14.1,FEMENINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,93.0
8232,,3.1,4030.9,24.0,FEMENINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,98.0
973,36.0,2.9,3502.7,,FEMENINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,98.0
4063,32.0,3.0,3844.4,13.5,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,100.0
460,37.0,3.9,4609.5,,FEMENINO,DATA,,UNIVERSITARY,MARKETING,101.0
5936,34.0,4.1,4768.8,,,,,UNIVERSITARY,ENGINEERING,86.0
1724,33.0,,4683.6,15.5,MASCULINO,MARKETING,,,ENGINEERING,86.0
8316,28.0,2.7,2869.6,6.5,MASCULINO,DATA,BRAZIL,UNIVERSITARY,,88.0
8228,40.0,,5255.3,25.5,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,92.0
7710,,4.1,4757.5,20.5,FEMENINO,MARKETING,,UNIVERSITARY,ENGINEERING,97.0
4588,31.0,3.2,4222.6,12.4,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,84.0
7164,39.0,4.0,4654.3,22.8,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,103.0
5297,34.0,2.6,2461.9,16.4,MASCULINO,PROGRAMACION,BRAZIL,,ENGINEERING,90.0
4372,39.0,3.0,,24.4,MASCULINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,89.0
5592,36.0,4.1,4861.5,19.5,MASCULINO,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,88.0
2163,40.0,3.4,4454.6,25.2,,PROGRAMACION,MEXICO,UNIVERSITARY,DEVELOPMENT,94.0
1773,28.0,3.3,4422.3,7.1,FEMENINO,MARKETING,,TERTIARY,ENGINEERING,95.0
4498,30.0,3.5,4524.8,11.2,MASCULINO,EJECUTIVO,ARGENTINA,,COMMERCIAL,83.0
5949,32.0,3.4,4530.1,15.0,MASCULINO,EJECUTIVO,MEXICO,UNIVERSITARY,ENGINEERING,84.0
8614,36.0,2.7,,18.9,FEMENINO,PROGRAMACION,BRAZIL,TERTIARY,ENGINEERING,102.0
2250,36.0,3.6,4684.6,19.1,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,86.0
798,,3.0,3863.6,,FEMENINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,95.0
2301,,3.2,4324.5,,FEMENINO,DATA,,UNIVERSITARY,DEVELOPMENT,97.0
6377,34.0,,,17.1,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,,88.0
6185,32.0,,4602.8,13.2,FEMENINO,PROGRAMACION,,POST_GRADUATE,ENGINEERING,93.0
5533,,4.0,4705.3,22.2,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
2281,28.0,3.7,,7.2,MASCULINO,MARKETING,ARGENTINA,,COMMERCIAL,89.0
2093,,3.8,4626.1,7.3,MASCULINO,PROGRAMACION,MEXICO,,ENGINEERING,84.0
4449,33.0,3.2,4278.1,15.8,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,87.0
8806,35.0,3.5,4519.7,18.3,FEMENINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,98.0
4469,42.0,3.9,4725.3,26.9,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
8175,40.0,,4665.1,24.3,FEMENINO,DATA,ARGENTINA,TERTIARY,BUSINESS,107.0
3801,26.0,4.0,4699.1,4.5,MASCULINO,PROGRAMACION,MEXICO,TERTIARY,,87.0
6239,40.0,4.1,,23.3,FEMENINO,EJECUTIVO,ARGENTINA,TERTIARY,,103.0
5087,31.0,3.4,,11.1,,PROGRAMACION,,UNIVERSITARY,,86.0
371,35.0,,,18.8,MASCULINO,DATA,ARGENTINA,,ENGINEERING,86.0
450,32.0,3.9,4719.6,13.3,MASCULINO,,ARGENTINA,,,83.0
3318,28.0,3.4,4624.9,,FEMENINO,DATA,,TERTIARY,ENGINEERING,96.0
2382,28.0,2.9,3549.8,6.4,,EJECUTIVO,ARGENTINA,UNIVERSITARY,COMMERCIAL,85.0
1046,32.0,3.1,,12.3,,DATA,,UNIVERSITARY,DEVELOPMENT,86.0
451,41.0,2.6,2515.7,,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,94.0
296,33.0,,,14.2,MASCULINO,DATA,MEXICO,TERTIARY,COMMERCIAL,87.0
4502,36.0,3.3,4345.8,19.9,MASCULINO,PROGRAMACION,BRAZIL,TERTIARY,DEVELOPMENT,90.0
4608,44.0,,6037.2,29.2,FEMENINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,103.0
2273,34.0,3.5,4611.9,15.7,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,88.0
6214,39.0,3.6,4578.3,23.3,MASCULINO,PROGRAMACION,,POST_GRADUATE,ENGINEERING,89.0
4591,,,4678.5,25.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
7599,36.0,,4597.9,20.3,FEMENINO,DATA,BRAZIL,UNIVERSITARY,,97.0
5389,37.0,3.5,4649.3,19.5,,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,98.0
6501,34.0,3.7,4615.7,16.4,MASCULINO,DATA,BRAZIL,POST_GRADUATE,COMMERCIAL,86.0
604,34.0,3.3,4467.9,17.2,,EJECUTIVO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,88.0
7915,32.0,3.4,4569.2,13.0,FEMENINO,MARKETING,BRAZIL,UNIVERSITARY,DEVELOPMENT,96.0
4483,40.0,3.8,4750.7,24.3,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
6531,35.0,,4515.8,17.9,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,94.0
2077,,3.3,4489.0,19.9,,EJECUTIVO,ARGENTINA,UNIVERSITARY,,87.0
8568,,3.0,3913.1,2.8,MASCULINO,,ARGENTINA,,MARKETING,89.0
3289,33.0,3.9,4597.3,14.4,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,86.0
1975,40.0,3.7,,24.9,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,100.0
6162,35.0,4.3,5159.0,18.6,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
1360,30.0,3.7,4591.5,,FEMENINO,PROGRAMACION,ARGENTINA,,COMMERCIAL,94.0
4168,40.0,3.2,4290.2,24.9,MASCULINO,DATA,ARGENTINA,TERTIARY,DEVELOPMENT,92.0
1836,26.0,3.3,4492.4,3.4,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,84.0
7454,35.0,3.3,4488.9,19.2,MASCULINO,,BRAZIL,TERTIARY,ENGINEERING,89.0
983,36.0,4.1,4894.7,18.7,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,COMMERCIAL,88.0
5062,25.0,3.0,3866.6,3.7,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,COMMERCIAL,85.0
7598,,3.9,4692.9,12.6,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,93.0
1033,30.0,3.7,4557.5,9.5,MASCULINO,DATA,ARGENTINA,TERTIARY,DEVELOPMENT,89.0
6471,24.0,3.7,4623.4,2.8,,DATA,ARGENTINA,TERTIARY,ENGINEERING,85.0
4219,42.0,4.1,,,FEMENINO,,ARGENTINA,TERTIARY,COMMERCIAL,105.0
484,,3.3,4413.3,15.5,MASCULINO,,,UNIVERSITARY,BUSINESS,91.0
6232,29.0,3.4,4556.4,8.0,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,,88.0
5142,38.0,2.4,1811.9,,MASCULINO,MARKETING,,TERTIARY,,96.0
4279,35.0,3.9,4768.8,18.4,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,DEVELOPMENT,90.0
7243,27.0,3.9,4691.9,6.0,,PROGRAMACION,MEXICO,UNIVERSITARY,COMMERCIAL,82.0
6420,30.0,3.5,4659.2,9.4,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,87.0
247,33.0,4.0,4807.9,,,PROGRAMACION,MEXICO,,COMMERCIAL,83.0
1433,39.0,3.3,4375.1,22.9,FEMENINO,PROGRAMACION,BRAZIL,TERTIARY,BUSINESS,107.0
7296,37.0,3.1,4087.0,,MASCULINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,91.0
8367,38.0,2.7,2873.9,22.4,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,COMMERCIAL,91.0
5798,28.0,4.1,4826.8,6.8,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,84.0
4507,27.0,4.3,5078.3,5.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,83.0
1989,33.0,3.6,,14.6,MASCULINO,MARKETING,,POST_GRADUATE,ENGINEERING,83.0
7877,31.0,,,10.1,,PROGRAMACION,BRAZIL,UNIVERSITARY,,95.0
8992,28.0,,3315.1,5.6,FEMENINO,EJECUTIVO,ARGENTINA,POST_GRADUATE,ENGINEERING,95.0
7698,35.0,4.0,4802.8,,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,88.0
2088,22.0,3.0,3813.5,0.1,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,83.0
5916,35.0,3.2,4391.2,,MASCULINO,DATA,,TERTIARY,ENGINEERING,89.0
5975,34.0,3.4,,15.9,,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,86.0
1920,38.0,3.4,4439.3,21.5,FEMENINO,PROGRAMACION,BRAZIL,UNIVERSITARY,COMMERCIAL,99.0
3002,43.0,3.1,4188.5,27.6,FEMENINO,DATA,ARGENTINA,,,103.0
5311,,3.9,4721.7,12.4,,PROGRAMACION,,UNIVERSITARY,DEVELOPMENT,95.0
5264,32.0,3.5,4522.2,13.4,,DATA,ARGENTINA,POST_GRADUATE,ENGINEERING,84.0
6112,35.0,3.6,4564.9,16.9,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,COMMERCIAL,85.0
7436,36.0,3.1,4033.9,19.6,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,COMMERCIAL,86.0
657,30.0,2.9,3668.0,9.3,FEMENINO,DATA,,POST_GRADUATE,,93.0
5630,27.0,,,5.4,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,,82.0
795,36.0,4.0,4769.1,,MASCULINO,DATA,MEXICO,TERTIARY,ENGINEERING,91.0
6624,33.0,2.9,3502.4,14.4,,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,90.0
2000,47.0,4.3,5020.3,31.0,MASCULINO,PROGRAMACION,BRAZIL,,COMMERCIAL,95.0
8040,28.0,3.9,4663.6,7.0,FEMENINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,96.0
2183,30.0,,4314.9,,MASCULINO,EJECUTIVO,MEXICO,UNIVERSITARY,DEVELOPMENT,87.0
8607,34.0,3.7,4571.1,,FEMENINO,PROGRAMACION,MEXICO,POST_GRADUATE,ENGINEERING,93.0
6077,40.0,2.6,2445.1,25.0,MASCULINO,DATA,ARGENTINA,TERTIARY,COMMERCIAL,96.0
1003,,3.5,4537.8,20.7,MASCULINO,DATA,ARGENTINA,TERTIARY,,91.0
3151,30.0,3.9,,9.0,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,85.0
2590,35.0,2.3,1366.0,17.2,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,93.0
3847,38.0,4.0,4685.5,23.3,MASCULINO,PROGRAMACION,,,COMMERCIAL,90.0
229,,3.3,4524.5,6.6,FEMENINO,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,96.0
4694,28.0,3.7,4706.6,6.9,MASCULINO,EJECUTIVO,ARGENTINA,POST_GRADUATE,COMMERCIAL,85.0
